text,label
field auth_result original auth_result value DENIED context kubernetes pod log,outcome
field decision_result original decision_result value TIMEOUT context database audit log,outcome
field decision_result original decision_result value SUCCESS context palo alto firewall threat,outcome
field decision_result original decision_result value FAILED context vpn authentication,outcome
field decision_result original decision_result value SUCCESS context database audit log,outcome
field decision_result original decision_result value SUCCESS context cloud gateway event,outcome
field message original message value user logged in context custom vendor security event,message
field message original message value connection blocked context windows event security audit,message
field message original message value authentication failed context spring boot application error,message
field message original message value user logged in context ids ips alert,message
field message original message value user logged in context cisco asa connection,message
field msg original msg value authentication failed context cisco asa connection,message
field msg original msg value user logged in context docker container event,message
field msg original msg value request completed context apache web server,message
field msg original msg value request completed context cisco asa connection,message
field msg original msg value authentication failed context ids ips alert,message
field description original description value authentication failed context cloud gateway event,message
field description original description value request completed context docker container event,message
field description original description value user logged in context ids ips alert,message
field description original description value user logged in context linux syslog authentication,message
field description original description value authentication failed context nginx access log,message
field detail original detail value authentication failed context kubernetes pod log,message
field detail original detail value user logged in context ids ips alert,message
field detail original detail value authentication failed context kubernetes pod log,message
field detail original detail value connection blocked context cisco asa connection,message
field detail original detail value request completed context cloud gateway event,message
field event_message original event_message value user logged in context spring boot application error,message
field event_message original event_message value request completed context database audit log,message
field event_message original event_message value request completed context windows event security audit,message
field event_message original event_message value request completed context fortigate firewall traffic,message
field event_message original event_message value request completed context fortigate firewall traffic,message
field reason original reason value user logged in context database audit log,message
field reason original reason value authentication failed context custom vendor security event,message
field reason original reason value connection blocked context fortigate firewall traffic,message
field reason original reason value request completed context docker container event,message
field reason original reason value request completed context apache web server,message
